Domínio,Únicas,Duplicadas,Total de Denúncias,Mês,Mês Número,Ano
wordpress.com,52.0,1416.0,1468,Outubro,10,2015
imgsrc.ru,33.0,17.0,50,Outubro,10,2015
instagram.com,44.0,15.0,59,Novembro,11,2015
photosugar.com,30.0,0.0,30,Novembro,11,2015
facebook.com,1957.0,1853.0,3810,Novembro,11,2015
xvideos.com,178.0,117.0,295,Novembro,11,2015
youtube.com,135.0,56.0,191,Novembro,11,2015
doloresaronovich.com,50.0,2354.0,2404,Novembro,11,2015
globo.com,75.0,49.0,124,Novembro,11,2015
google.com,30.0,24.0,54,Novembro,11,2015
twitter.com,542.0,1824.0,2366,Novembro,11,2015
imgsrc.ru,41.0,13.0,54,Novembro,11,2015
instagram.com,378.0,5339.0,5717,Dezembro,12,2015
terra.com.br,32.0,55.0,87,Dezembro,12,2015
t.co,30.0,44.0,74,Dezembro,12,2015
facebook.com,1792.0,2361.0,4153,Dezembro,12,2015
xvideos.com,145.0,75.0,220,Dezembro,12,2015
youtube.com,110.0,64.0,174,Dezembro,12,2015
globo.com,50.0,29.0,79,Dezembro,12,2015
uol.com.br,34.0,26.0,60,Dezembro,12,2015
twitter.com,389.0,610.0,999,Dezembro,12,2015
imgsrc.ru,24.0,20.0,44,Dezembro,12,2015
instagram.com,40.0,30.0,70,Janeiro,1,2016
reisdocamarote.org,70.0,11388.0,11458,Janeiro,1,2016
facebook.com,2832.0,8875.0,11707,Janeiro,1,2016
xvideos.com,182.0,87.0,269,Janeiro,1,2016
youtube.com,124.0,73.0,197,Janeiro,1,2016
globo.com,72.0,82.0,154,Janeiro,1,2016
yahoo.com,39.0,14.0,53,Janeiro,1,2016
google.com,31.0,19.0,50,Janeiro,1,2016
pornhub.com,35.0,8.0,43,Janeiro,1,2016
twitter.com,345.0,321.0,666,Janeiro,1,2016
instagram.com,43.0,40.0,83,Fevereiro,2,2016
facebook.com,2394.0,10094.0,12488,Fevereiro,2,2016
xvideos.com,133.0,65.0,198,Fevereiro,2,2016
youtube.com,181.0,240.0,421,Fevereiro,2,2016
globo.com,45.0,24.0,69,Fevereiro,2,2016
yahoo.com,37.0,20.0,57,Fevereiro,2,2016
google.com,37.0,13.0,50,Fevereiro,2,2016
mallandrinhas.net,32.0,20.0,52,Fevereiro,2,2016
twitter.com,259.0,149.0,408,Fevereiro,2,2016
youtu.be,33.0,34.0,67,Fevereiro,2,2016
instagram.com,32.0,23.0,55,Março,3,2016
facebook.com,1704.0,1370.0,3074,Março,3,2016
xvideos.com,132.0,56.0,188,Março,3,2016
youtube.com,165.0,128.0,293,Março,3,2016
tumblr.com,23.0,22.0,45,Março,3,2016
globo.com,65.0,31.0,96,Março,3,2016
yahoo.com,52.0,18.0,70,Março,3,2016
xhamster.com,24.0,0.0,24,Março,3,2016
twitter.com,205.0,130.0,335,Março,3,2016
youtu.be,26.0,7.0,33,Março,3,2016
instagram.com,24.0,23.0,47,Abril,4,2016
facebook.com,1922.0,2642.0,4564,Abril,4,2016
xvideos.com,100.0,76.0,176,Abril,4,2016
youtube.com,118.0,136.0,254,Abril,4,2016
globo.com,37.0,15.0,52,Abril,4,2016
yahoo.com,50.0,15.0,65,Abril,4,2016
google.com,30.0,20.0,50,Abril,4,2016
uol.com.br,27.0,24.0,51,Abril,4,2016
twitter.com,325.0,255.0,580,Abril,4,2016
youtu.be,27.0,6.0,33,Abril,4,2016
instagram.com,41.0,43.0,84,Maio,5,2016
t.co,45.0,296.0,341,Maio,5,2016
facebook.com,2685.0,7188.0,9873,Maio,5,2016
xvideos.com,162.0,86.0,248,Maio,5,2016
youtube.com,357.0,5349.0,5706,Maio,5,2016
fbcdn.net,55.0,32.0,87,Maio,5,2016
globo.com,59.0,32.0,91,Maio,5,2016
google.com.br,46.0,36.0,82,Maio,5,2016
twitter.com,567.0,3510.0,4077,Maio,5,2016
youtu.be,40.0,794.0,834,Maio,5,2016
instagram.com,35.0,19.0,54,Junho,6,2016
facebook.com,1621.0,4901.0,6522,Junho,6,2016
xvideos.com,142.0,66.0,208,Junho,6,2016
youtube.com,162.0,912.0,1074,Junho,6,2016
tumblr.com,101.0,34.0,135,Junho,6,2016
globo.com,62.0,88.0,150,Junho,6,2016
mail.ru,32.0,3.0,35,Junho,6,2016
google.com.br,38.0,15.0,53,Junho,6,2016
twitter.com,227.0,604.0,831,Junho,6,2016
imgsrc.ru,46.0,18.0,64,Junho,6,2016
instagram.com,26.0,19.0,45,Julho,7,2016
facebook.com,1268.0,1228.0,2496,Julho,7,2016
xvideos.com,121.0,53.0,174,Julho,7,2016
youtube.com,120.0,83.0,203,Julho,7,2016
globo.com,69.0,61.0,130,Julho,7,2016
google.com.br,56.0,14.0,70,Julho,7,2016
vitorrentz.in,36.0,16.0,52,Julho,7,2016
twitter.com,134.0,214.0,348,Julho,7,2016
dropbox.com,55.0,10.0,65,Julho,7,2016
imgsrc.ru,27.0,18.0,45,Julho,7,2016
instagram.com,37.0,46.0,83,Agosto,8,2016
facebook.com,1632.0,2754.0,4386,Agosto,8,2016
xvideos.com,96.0,136.0,232,Agosto,8,2016
youtube.com,111.0,191.0,302,Agosto,8,2016
tumblr.com,43.0,17.0,60,Agosto,8,2016
globo.com,32.0,46.0,78,Agosto,8,2016
yahoo.com,33.0,28.0,61,Agosto,8,2016
google.com.br,55.0,137.0,192,Agosto,8,2016
twitter.com,244.0,833.0,1077,Agosto,8,2016
dropbox.com,26.0,30.0,56,Agosto,8,2016
instagram.com,20.0,34.0,54,Setembro,9,2016
facebook.com,992.0,1573.0,2565,Setembro,9,2016
xvideos.com,79.0,74.0,153,Setembro,9,2016
youtube.com,186.0,1457.0,1643,Setembro,9,2016
globo.com,31.0,284.0,315,Setembro,9,2016
mail.ru,34.0,6.0,40,Setembro,9,2016
google.com.br,24.0,12.0,36,Setembro,9,2016
pornhub.com,27.0,18.0,45,Setembro,9,2016
twitter.com,97.0,178.0,275,Setembro,9,2016
youtu.be,31.0,254.0,285,Setembro,9,2016
xnxx.com,22.0,5.0,27,Outubro,10,2016
facebook.com,326.0,295.0,621,Outubro,10,2016
xvideos.com,105.0,55.0,160,Outubro,10,2016
youtube.com,44.0,34.0,78,Outubro,10,2016
yahoo.com,19.0,51.0,70,Outubro,10,2016
google.com.br,44.0,8.0,52,Outubro,10,2016
pornhub.com,53.0,22.0,75,Outubro,10,2016
twitter.com,43.0,155.0,198,Outubro,10,2016
dropbox.com,31.0,18.0,49,Outubro,10,2016
imgsrc.ru,42.0,20.0,62,Outubro,10,2016
instagram.com,35.0,21.0,56,Novembro,11,2016
terra.com.br,39.0,18.0,57,Novembro,11,2016
facebook.com,692.0,404.0,1096,Novembro,11,2016
xvideos.com,69.0,25.0,94,Novembro,11,2016
youtube.com,139.0,61.0,200,Novembro,11,2016
google.com.br,67.0,5.0,72,Novembro,11,2016
pornhub.com,59.0,10.0,69,Novembro,11,2016
twitter.com,80.0,56.0,136,Novembro,11,2016
dropbox.com,46.0,2.0,48,Novembro,11,2016
imgsrc.ru,51.0,16.0,67,Novembro,11,2016
instagram.com,34.0,26.0,60,Dezembro,12,2016
facebook.com,710.0,361.0,1071,Dezembro,12,2016
xvideos.com,91.0,35.0,126,Dezembro,12,2016
youtube.com,100.0,47.0,147,Dezembro,12,2016
mail.ru,27.0,8.0,35,Dezembro,12,2016
google.com.br,62.0,6.0,68,Dezembro,12,2016
pornhub.com,28.0,7.0,35,Dezembro,12,2016
twitter.com,158.0,95.0,253,Dezembro,12,2016
dropbox.com,27.0,7.0,34,Dezembro,12,2016
imgsrc.ru,41.0,14.0,55,Dezembro,12,2016
instagram.com,27.0,11.0,38,Janeiro,1,2017
facebook.com,835.0,484.0,1319,Janeiro,1,2017
xvideos.com,121.0,29.0,150,Janeiro,1,2017
youtube.com,111.0,31.0,142,Janeiro,1,2017
globo.com,29.0,31.0,60,Janeiro,1,2017
mail.ru,25.0,8.0,33,Janeiro,1,2017
google.com.br,69.0,27.0,96,Janeiro,1,2017
uol.com.br,21.0,132.0,153,Janeiro,1,2017
twitter.com,139.0,86.0,225,Janeiro,1,2017
imgsrc.ru,45.0,19.0,64,Janeiro,1,2017
facebook.com,899.0,1591.0,2490,Fevereiro,2,2017
xvideos.com,154.0,49.0,203,Fevereiro,2,2017
youtube.com,161.0,368.0,529,Fevereiro,2,2017
tumblr.com,41.0,2.0,43,Fevereiro,2,2017
google.com.br,34.0,4.0,38,Fevereiro,2,2017
pornhub.com,37.0,15.0,52,Fevereiro,2,2017
twitter.com,221.0,224.0,445,Fevereiro,2,2017
periscope.tv,36.0,43.0,79,Fevereiro,2,2017
imgsrc.ru,40.0,17.0,57,Fevereiro,2,2017
youtu.be,32.0,50.0,82,Fevereiro,2,2017
xnxx.com,29.0,4.0,33,Março,3,2017
facebook.com,834.0,1020.0,1854,Março,3,2017
xvideos.com,179.0,31.0,210,Março,3,2017
youtube.com,101.0,59.0,160,Março,3,2017
google.com,29.0,7.0,36,Março,3,2017
google.com.br,49.0,4.0,53,Março,3,2017
uol.com.br,30.0,31.0,61,Março,3,2017
pornhub.com,37.0,2.0,39,Março,3,2017
twitter.com,344.0,81.0,425,Março,3,2017
periscope.tv,27.0,19.0,46,Março,3,2017
instagram.com,42.0,52.0,94,Abril,4,2017
facebook.com,953.0,782.0,1735,Abril,4,2017
xvideos.com,217.0,58.0,275,Abril,4,2017
youtube.com,133.0,28.0,161,Abril,4,2017
pure18.com,39.0,11.0,50,Abril,4,2017
filosofiadoestupro.net,47.0,6083.0,6130,Abril,4,2017
mega.nz,37.0,5.0,42,Abril,4,2017
google.com.br,59.0,1.0,60,Abril,4,2017
twitter.com,345.0,4071.0,4416,Abril,4,2017
imgsrc.ru,47.0,10.0,57,Abril,4,2017
instagram.com,41.0,23.0,64,Maio,5,2017
facebook.com,733.0,957.0,1690,Maio,5,2017
xvideos.com,253.0,72.0,325,Maio,5,2017
youtube.com,117.0,115.0,232,Maio,5,2017
pscp.tv,38.0,18.0,56,Maio,5,2017
mega.nz,44.0,3.0,47,Maio,5,2017
google.com.br,89.0,7.0,96,Maio,5,2017
uol.com.br,38.0,18.0,56,Maio,5,2017
pornhub.com,88.0,16.0,104,Maio,5,2017
twitter.com,263.0,535.0,798,Maio,5,2017
instagram.com,56.0,104.0,160,Junho,6,2017
whatsapp.com,42.0,36.0,78,Junho,6,2017
facebook.com,626.0,646.0,1272,Junho,6,2017
xvideos.com,174.0,100.0,274,Junho,6,2017
youtube.com,91.0,41.0,132,Junho,6,2017
google.com.br,56.0,7.0,63,Junho,6,2017
uol.com.br,35.0,33.0,68,Junho,6,2017
pornhub.com,61.0,13.0,74,Junho,6,2017
twitter.com,217.0,114.0,331,Junho,6,2017
instagram.com,106.0,40.0,146,Julho,7,2017
whatsapp.com,30.0,12.0,42,Julho,7,2017
facebook.com,560.0,551.0,1111,Julho,7,2017
xvideos.com,171.0,71.0,242,Julho,7,2017
youtube.com,83.0,56.0,139,Julho,7,2017
google.com.br,78.0,13.0,91,Julho,7,2017
pornhub.com,91.0,21.0,112,Julho,7,2017
twitter.com,281.0,332.0,613,Julho,7,2017
imagefap.com,38.0,2.0,40,Julho,7,2017
imgsrc.ru,34.0,39.0,73,Julho,7,2017
instagram.com,48.0,165.0,213,Agosto,8,2017
facebook.com,573.0,441.0,1014,Agosto,8,2017
xvideos.com,183.0,56.0,239,Agosto,8,2017
youtube.com,94.0,67.0,161,Agosto,8,2017
google.com.br,83.0,7.0,90,Agosto,8,2017
pornhub.com,48.0,23.0,71,Agosto,8,2017
twitter.com,317.0,145.0,462,Agosto,8,2017
url-img.link,47.0,8.0,55,Agosto,8,2017
imagefap.com,69.0,4.0,73,Agosto,8,2017
youtu.be,53.0,18.0,71,Agosto,8,2017
instagram.com,32.0,3.0,35,Setembro,9,2017
facebook.com,552.0,260.0,812,Setembro,9,2017
xvideos.com,191.0,45.0,236,Setembro,9,2017
youtube.com,90.0,155.0,245,Setembro,9,2017
google.com,62.0,58.0,120,Setembro,9,2017
google.com.br,244.0,10.0,254,Setembro,9,2017
pornhub.com,38.0,4.0,42,Setembro,9,2017
twitter.com,238.0,380.0,618,Setembro,9,2017
imagefap.com,31.0,0.0,31,Setembro,9,2017
imgsrc.ru,33.0,19.0,52,Setembro,9,2017
xnxx.com,32.0,4.0,36,Outubro,10,2017
facebook.com,520.0,208.0,728,Outubro,10,2017
xvideos.com,198.0,58.0,256,Outubro,10,2017
youtube.com,128.0,54.0,182,Outubro,10,2017
4shared.com,75.0,7.0,82,Outubro,10,2017
google.com.br,147.0,4.0,151,Outubro,10,2017
pornhub.com,32.0,2.0,34,Outubro,10,2017
twitter.com,113.0,42.0,155,Outubro,10,2017
imagefap.com,98.0,10.0,108,Outubro,10,2017
imgsrc.ru,37.0,24.0,61,Outubro,10,2017
instagram.com,71.0,60.0,131,Novembro,11,2017
facebook.com,524.0,249.0,773,Novembro,11,2017
xvideos.com,120.0,43.0,163,Novembro,11,2017
youtube.com,116.0,25.0,141,Novembro,11,2017
4shared.com,84.0,3.0,87,Novembro,11,2017
google.com.br,199.0,13.0,212,Novembro,11,2017
xhamster.com,54.0,11.0,65,Novembro,11,2017
pornhub.com,37.0,5.0,42,Novembro,11,2017
twitter.com,166.0,62.0,228,Novembro,11,2017
imgbox.com,52.0,4.0,56,Novembro,11,2017
instagram.com,52.0,174.0,226,Dezembro,12,2017
facebook.com,429.0,282.0,711,Dezembro,12,2017
xvideos.com,153.0,64.0,217,Dezembro,12,2017
youtube.com,63.0,37.0,100,Dezembro,12,2017
4shared.com,47.0,6.0,53,Dezembro,12,2017
google.com.br,123.0,61.0,184,Dezembro,12,2017
xhamster.com,54.0,12.0,66,Dezembro,12,2017
twitter.com,126.0,55.0,181,Dezembro,12,2017
imagefap.com,61.0,7.0,68,Dezembro,12,2017
imgsrc.ru,62.0,40.0,102,Dezembro,12,2017
instagram.com,51.0,30.0,81,Janeiro,1,2018
riodenojeira.com,228.0,33885.0,34113,Janeiro,1,2018
t.co,147.0,3347.0,3494,Janeiro,1,2018
facebook.com,1670.0,899.0,2569,Janeiro,1,2018
xvideos.com,180.0,43.0,223,Janeiro,1,2018
youtube.com,95.0,55.0,150,Janeiro,1,2018
mega.nz,69.0,7.0,76,Janeiro,1,2018
google.com.br,157.0,42.0,199,Janeiro,1,2018
twitter.com,151.0,94.0,245,Janeiro,1,2018
imagefap.com,109.0,6.0,115,Janeiro,1,2018
instagram.com,71.0,786.0,857,Fevereiro,2,2018
facebook.com,524.0,227.0,751,Fevereiro,2,2018
xvideos.com,161.0,53.0,214,Fevereiro,2,2018
youtube.com,109.0,15.0,124,Fevereiro,2,2018
mega.nz,63.0,9.0,72,Fevereiro,2,2018
google.com.br,218.0,6.0,224,Fevereiro,2,2018
pornhub.com,103.0,12.0,115,Fevereiro,2,2018
twitter.com,119.0,53.0,172,Fevereiro,2,2018
imagefap.com,123.0,16.0,139,Fevereiro,2,2018
youtu.be,56.0,43.0,99,Fevereiro,2,2018
instagram.com,58.0,30.0,88,Março,3,2018
facebook.com,746.0,296.0,1042,Março,3,2018
xvideos.com,220.0,54.0,274,Março,3,2018
youtube.com,101.0,17.0,118,Março,3,2018
openload.co,42.0,4.0,46,Março,3,2018
4shared.com,38.0,1.0,39,Março,3,2018
google.com.br,76.0,8.0,84,Março,3,2018
twitter.com,334.0,119.0,453,Março,3,2018
imagefap.com,160.0,28.0,188,Março,3,2018
imgsrc.ru,40.0,24.0,64,Março,3,2018
instagram.com,72.0,223.0,295,Abril,4,2018
facebook.com,605.0,289.0,894,Abril,4,2018
xvideos.com,144.0,32.0,176,Abril,4,2018
youtube.com,70.0,35.0,105,Abril,4,2018
tumblr.com,42.0,11.0,53,Abril,4,2018
mega.nz,43.0,21.0,64,Abril,4,2018
google.com.br,118.0,5.0,123,Abril,4,2018
twitter.com,215.0,69.0,284,Abril,4,2018
imagefap.com,50.0,8.0,58,Abril,4,2018
imgsrc.ru,57.0,39.0,96,Abril,4,2018
instagram.com,71.0,391.0,462,Maio,5,2018
whatsapp.com,39.0,29.0,68,Maio,5,2018
facebook.com,445.0,153.0,598,Maio,5,2018
xvideos.com,171.0,40.0,211,Maio,5,2018
youtube.com,78.0,13.0,91,Maio,5,2018
google.com.br,104.0,8.0,112,Maio,5,2018
twitter.com,191.0,447.0,638,Maio,5,2018
155chan.top,39.0,62.0,101,Maio,5,2018
vk.com,67.0,19.0,86,Maio,5,2018
imgsrc.ru,64.0,45.0,109,Maio,5,2018
instagram.com,42.0,12.0,54,Junho,6,2018
facebook.com,499.0,419.0,918,Junho,6,2018
xvideos.com,99.0,16.0,115,Junho,6,2018
youtube.com,63.0,17.0,80,Junho,6,2018
tumblr.com,52.0,9.0,61,Junho,6,2018
mega.nz,88.0,11.0,99,Junho,6,2018
google.com.br,80.0,3.0,83,Junho,6,2018
pornhub.com,65.0,13.0,78,Junho,6,2018
twitter.com,192.0,72.0,264,Junho,6,2018
riodenojeira.xyz,43.0,1787.0,1830,Junho,6,2018
instagram.com,72.0,21.0,93,Julho,7,2018
facebook.com,434.0,173.0,607,Julho,7,2018
xvideos.com,186.0,59.0,245,Julho,7,2018
youtube.com,67.0,79.0,146,Julho,7,2018
tumblr.com,56.0,4.0,60,Julho,7,2018
mega.nz,65.0,14.0,79,Julho,7,2018
mail.ru,59.0,5.0,64,Julho,7,2018
google.com.br,86.0,9.0,95,Julho,7,2018
pornhub.com,51.0,19.0,70,Julho,7,2018
twitter.com,205.0,77.0,282,Julho,7,2018
instagram.com,93.0,361.0,454,Agosto,8,2018
facebook.com,434.0,223.0,657,Agosto,8,2018
xvideos.com,124.0,31.0,155,Agosto,8,2018
youtube.com,66.0,15.0,81,Agosto,8,2018
tumblr.com,207.0,15.0,222,Agosto,8,2018
mega.nz,62.0,9.0,71,Agosto,8,2018
mail.ru,51.0,1.0,52,Agosto,8,2018
google.com.br,42.0,2.0,44,Agosto,8,2018
twitter.com,128.0,58.0,186,Agosto,8,2018
imgsrc.ru,43.0,21.0,64,Agosto,8,2018
instagram.com,200.0,291.0,491,Setembro,9,2018
facebook.com,1151.0,554.0,1705,Setembro,9,2018
xvideos.com,111.0,25.0,136,Setembro,9,2018
youtube.com,97.0,46.0,143,Setembro,9,2018
155chan.gr,53.0,142.0,195,Setembro,9,2018
tumblr.com,278.0,33.0,311,Setembro,9,2018
off-cams.com,44.0,8.0,52,Setembro,9,2018
google.com.br,101.0,15.0,116,Setembro,9,2018
pornhub.com,72.0,26.0,98,Setembro,9,2018
twitter.com,292.0,110.0,402,Setembro,9,2018
instagram.com,579.0,1061.0,1640,Outubro,10,2018
facebook.com,9240.0,3624.0,12864,Outubro,10,2018
xvideos.com,152.0,44.0,196,Outubro,10,2018
youtube.com,221.0,56.0,277,Outubro,10,2018
155chan.gr,80.0,173.0,253,Outubro,10,2018
nnhoney.com,78.0,2.0,80,Outubro,10,2018
peticaopublica.com.br,953.0,4945.0,5898,Outubro,10,2018
google.com.br,67.0,5.0,72,Outubro,10,2018
twitter.com,840.0,534.0,1374,Outubro,10,2018
youtu.be,96.0,47.0,143,Outubro,10,2018
instagram.com,180.0,74.0,254,Novembro,11,2018
facebook.com,669.0,464.0,1133,Novembro,11,2018
xvideos.com,93.0,35.0,128,Novembro,11,2018
youtube.com,58.0,13.0,71,Novembro,11,2018
155chan.gr,71.0,162.0,233,Novembro,11,2018
tumblr.com,47.0,38.0,85,Novembro,11,2018
mega.nz,54.0,18.0,72,Novembro,11,2018
pornhub.com,49.0,5.0,54,Novembro,11,2018
twitter.com,340.0,398.0,738,Novembro,11,2018
imgsrc.ru,43.0,34.0,77,Novembro,11,2018
instagram.com,136.0,120.0,256,Dezembro,12,2018
whatsapp.com,62.0,30.0,92,Dezembro,12,2018
facebook.com,654.0,282.0,936,Dezembro,12,2018
xvideos.com,108.0,47.0,155,Dezembro,12,2018
155chan.gr,39.0,123.0,162,Dezembro,12,2018
google.com,46.0,30.0,76,Dezembro,12,2018
mega.nz,109.0,28.0,137,Dezembro,12,2018
jpg4.club,44.0,2.0,46,Dezembro,12,2018
twitter.com,423.0,179.0,602,Dezembro,12,2018
youtu.be,39.0,8.0,47,Dezembro,12,2018
